hash_scheme,variant,m,k,load_factor,n,insert_throughput_eps,query_throughput_eps,fpr,insert_energy_mj,query_energy_mj
kirsch-mitz,pim-v3,8388608,7,0.2500,2097152,758183686.96,767513651.93,0.262410,14.8549,14.5938
kirsch-mitz,pim-v3,67108864,3,0.0625,4194304,1249902479.51,1358825831.50,0.005003,16.6103,14.5215
kirsch-mitz,pim-v3,67108864,3,0.1250,8388608,1438449111.69,1508006885.85,0.030647,29.6060,27.5173
kirsch-mitz,pim-v3,67108864,3,0.2500,16777216,1555793733.91,1595594742.98,0.146889,55.5976,53.5088
kirsch-mitz,pim-v3,67108864,5,0.0625,4194304,878712153.59,931188720.33,0.001420,24.5121,22.4234
kirsch-mitz,pim-v3,67108864,5,0.1250,8388608,967927550.54,998932310.69,0.021719,45.4085,43.3197
kirsch-mitz,pim-v3,67108864,5,0.2500,16777216,1019692012.85,1036639869.38,0.184951,87.2012,85.1124
kirsch-mitz,pim-v3,67108864,7,0.0625,4194304,677508931.44,708284094.21,0.000701,32.4140,30.3253
kirsch-mitz,pim-v3,67108864,7,0.1250,8388608,729353607.22,746820013.04,0.022931,61.2109,59.1222
kirsch-mitz,pim-v3,67108864,7,0.2500,16777216,758369816.54,767704426.30,0.262819,118.8047,116.7160
murmur3,pim-v2,1048576,3,0.0625,65536,4770070601.95,6871762608.77,0.005203,0.0564,0.0238
murmur3,pim-v2,1048576,3,0.1250,131072,9540141203.85,13743525217.62,0.030746,0.0564,0.0238
murmur3,pim-v2,1048576,3,0.2500,262144,19080282407.79,27487050435.08,0.147015,0.0564,0.0238
murmur3,pim-v2,1048576,5,0.0625,65536,4770070601.95,6871762608.77,0.001328,0.0564,0.0238
murmur3,pim-v2,1048576,5,0.1250,131072,9540141203.85,13743525217.62,0.022095,0.0564,0.0238
murmur3,pim-v2,1048576,5,0.2500,262144,19080282407.79,27487050435.08,0.185848,0.0564,0.0238
murmur3,pim-v2,1048576,7,0.0625,65536,4770070601.95,6871762608.77,0.000519,0.0564,0.0238
murmur3,pim-v2,1048576,7,0.1250,131072,9540141203.85,13743525217.62,0.023026,0.0564,0.0238
murmur3,pim-v2,1048576,7,0.2500,262144,19080282407.79,27487050435.08,0.263954,0.0564,0.0238
murmur3,pim-v2,8388608,3,0.0625,524288,4769810222.16,6871942747.79,0.005144,0.4515,0.1904
murmur3,pim-v2,8388608,3,0.1250,1048576,9539620444.33,13743885495.58,0.030930,0.4515,0.1904
murmur3,pim-v2,8388608,3,0.2500,2097152,19079240888.66,27487770991.16,0.147609,0.4515,0.1904
murmur3,pim-v2,8388608,5,0.0625,524288,4769810222.16,6871942747.79,0.001577,0.4515,0.1904
murmur3,pim-v2,8388608,5,0.1250,1048576,9539620444.33,13743885495.58,0.021894,0.4515,0.1904
murmur3,pim-v2,8388608,5,0.2500,2097152,19079240888.66,27487770991.16,0.185433,0.4515,0.1904
murmur3,pim-v2,8388608,7,0.0625,524288,4769810222.16,6871942747.79,0.000982,0.4515,0.1904
murmur3,pim-v2,8388608,7,0.1250,1048576,9539620444.33,13743885495.58,0.023427,0.4515,0.1904
murmur3,pim-v2,8388608,7,0.2500,2097152,19079240888.67,27487770991.16,0.263697,0.4515,0.1904
murmur3,pim-v2,67108864,3,0.0625,4194304,4769810222.17,6871954006.79,0.006189,3.6122,1.5234
murmur3,pim-v2,67108864,3,0.1250,8388608,9539631292.91,13743885495.58,0.032664,3.6122,1.5234
murmur3,pim-v2,67108864,3,0.2500,16777216,19079262585.82,27487770991.16,0.149699,3.6122,1.5234
murmur3,pim-v2,67108864,5,0.0625,4194304,4769810222.17,6871954006.79,0.003008,3.6122,1.5234
murmur3,pim-v2,67108864,5,0.1250,8388608,9539620444.33,13743908013.58,0.025227,3.6122,1.5234
murmur3,pim-v2,67108864,5,0.2500,16777216,19079262585.82,27487770991.17,0.189449,3.6122,1.5234
murmur3,pim-v2,67108864,7,0.0625,4194304,4769815646.45,6871942747.79,0.002677,3.6122,1.5234
murmur3,pim-v2,67108864,7,0.1250,8388608,9539620444.33,13743908013.59,0.027904,3.6122,1.5234
murmur3,pim-v2,67108864,7,0.2500,16777216,19079240888.66,27487816027.17,0.268098,3.6122,1.5234
murmur3,pim-v3,1048576,3,0.0625,65536,4769723435.24,6872483221.46,0.005203,0.0564,0.0238
murmur3,pim-v3,1048576,3,0.1250,131072,9539446870.44,13744966443.00,0.030746,0.0564,0.0238
murmur3,pim-v3,1048576,3,0.2500,262144,19080282407.71,27487050435.24,0.147015,0.0564,0.0238
murmur3,pim-v3,1048576,5,0.0625,65536,4770070601.95,6871762608.77,0.001328,0.0564,0.0238
murmur3,pim-v3,1048576,5,0.1250,131072,9540141203.85,13743525217.62,0.022095,0.0564,0.0238
murmur3,pim-v3,1048576,5,0.2500,262144,19080282407.71,27487050435.24,0.185848,0.0564,0.0238
murmur3,pim-v3,1048576,7,0.0625,65536,4770070601.95,6871762608.77,0.000519,0.0564,0.0238
murmur3,pim-v3,1048576,7,0.1250,131072,9540141203.85,13743525217.62,0.023026,0.0564,0.0238
murmur3,pim-v3,1048576,7,0.2500,262144,19080282407.71,27487050435.24,0.263954,0.0564,0.0238
murmur3,pim-v3,8388608,3,0.0625,524288,4769810222.17,6871942747.79,0.005144,0.4515,0.1904
murmur3,pim-v3,8388608,3,0.1250,1048576,9539707233.64,13743885495.58,0.030930,0.4515,0.1904
murmur3,pim-v3,8388608,3,0.2500,2097152,19079240888.66,27487770991.18,0.147609,0.4515,0.1904
murmur3,pim-v3,8388608,5,0.0625,524288,4769810222.17,6871942747.79,0.001577,0.4515,0.1904
murmur3,pim-v3,8388608,5,0.1250,1048576,9539620444.33,13743885495.58,0.021894,0.4515,0.1904
murmur3,pim-v3,8388608,5,0.2500,2097152,19079240888.66,27487770991.16,0.185433,0.4515,0.1904
murmur3,pim-v3,8388608,7,0.0625,524288,4769810222.17,6871942747.79,0.000982,0.4515,0.1904
murmur3,pim-v3,8388608,7,0.1250,1048576,9539620444.33,13743885495.58,0.023427,0.4515,0.1904
murmur3,pim-v3,8388608,7,0.2500,2097152,19079240888.66,27487770991.16,0.263697,0.4515,0.1904
murmur3,pim-v3,67108864,3,0.0625,4194304,4769810222.17,6871942747.79,0.006189,3.6122,1.5234
murmur3,pim-v3,67108864,3,0.1250,8388608,9539631292.91,13743885495.58,0.032664,3.6122,1.5234
murmur3,pim-v3,67108864,3,0.2500,16777216,19079262585.82,27487770991.17,0.149699,3.6122,1.5234
murmur3,pim-v3,67108864,5,0.0625,4194304,4769810222.17,6871954006.79,0.003008,3.6122,1.5234
murmur3,pim-v3,67108864,5,0.1250,8388608,9539620444.33,13743885495.58,0.025227,3.6122,1.5234
murmur3,pim-v3,67108864,5,0.2500,16777216,19079262585.82,27487770991.16,0.189449,3.6122,1.5234
murmur3,pim-v3,67108864,7,0.0625,4194304,4769815646.45,6871942747.79,0.002677,3.6122,1.5234
murmur3,pim-v3,67108864,7,0.1250,8388608,9539620444.33,13743908013.58,0.027904,3.6122,1.5234
murmur3,pim-v3,67108864,7,0.2500,16777216,19079240888.66,27487770991.17,0.268098,3.6122,1.5234
xor-shift,pim-v2,1048576,3,0.0625,65536,4769723435.22,6872483221.50,0.069992,0.0564,0.0238
xor-shift,pim-v2,1048576,3,0.1250,131072,9539446870.47,13744966442.92,0.150826,0.0564,0.0238
xor-shift,pim-v2,1048576,3,0.2500,262144,19078893740.87,27489932886.00,0.317509,0.0564,0.0238
xor-shift,pim-v2,1048576,5,0.0625,65536,4770070601.93,6871762608.81,0.066223,0.0564,0.0238
xor-shift,pim-v2,1048576,5,0.1250,131072,9540141203.89,13743525217.54,0.147850,0.0564,0.0238
xor-shift,pim-v2,1048576,5,0.2500,262144,19080282407.71,27487050435.24,0.355667,0.0564,0.0238
xor-shift,pim-v2,1048576,7,0.0625,65536,4770070601.93,6871762608.81,0.063492,0.0564,0.0238
xor-shift,pim-v2,1048576,7,0.1250,131072,9540141203.89,13743525217.54,0.148651,0.0564,0.0238
xor-shift,pim-v2,1048576,7,0.2500,262144,19080282407.71,27487050435.24,0.405075,0.0564,0.0238
xor-shift,pim-v2,8388608,3,0.0625,524288,4769810222.16,6871942747.79,0.070992,0.4515,0.1904
xor-shift,pim-v2,8388608,3,0.1250,1048576,9539620444.33,13744065641.68,0.151753,0.4515,0.1904
xor-shift,pim-v2,8388608,3,0.2500,2097152,19079240888.67,27487770991.16,0.318725,0.4515,0.1904
xor-shift,pim-v2,8388608,5,0.0625,524288,4769810222.16,6871942747.79,0.066605,0.4515,0.1904
xor-shift,pim-v2,8388608,5,0.1250,1048576,9539620444.33,13743885495.58,0.149148,0.4515,0.1904
xor-shift,pim-v2,8388608,5,0.2500,2097152,19079240888.66,27487770991.18,0.355693,0.4515,0.1904
xor-shift,pim-v2,8388608,7,0.0625,524288,4769810222.17,6871942747.79,0.064302,0.4515,0.1904
xor-shift,pim-v2,8388608,7,0.1250,1048576,9539620444.33,13743885495.58,0.148922,0.4515,0.1904
xor-shift,pim-v2,8388608,7,0.2500,2097152,19079240888.66,27487770991.18,0.405054,0.4515,0.1904
xor-shift,pim-v2,67108864,3,0.0625,4194304,4769810222.17,6871942747.79,0.070463,3.6122,1.5234
xor-shift,pim-v2,67108864,3,0.1250,8388608,9539631292.91,13743885495.58,0.151258,3.6122,1.5234
xor-shift,pim-v2,67108864,3,0.2500,16777216,19079262585.82,27487770991.17,0.318604,3.6122,1.5234
xor-shift,pim-v2,67108864,5,0.0625,4194304,4769810222.17,6871954006.79,0.065887,3.6122,1.5234
xor-shift,pim-v2,67108864,5,0.1250,8388608,9539620444.33,13743885495.58,0.148656,3.6122,1.5234
xor-shift,pim-v2,67108864,5,0.2500,16777216,19079262585.82,27487770991.16,0.355567,3.6122,1.5234
xor-shift,pim-v2,67108864,7,0.0625,4194304,4769815646.45,6871942747.79,0.063707,3.6122,1.5234
xor-shift,pim-v2,67108864,7,0.1250,8388608,9539620444.33,13743908013.58,0.148903,3.6122,1.5234
xor-shift,pim-v2,67108864,7,0.2500,16777216,19079240888.66,27487770991.17,0.404993,3.6122,1.5234
xor-shift,pim-v3,1048576,3,0.0625,65536,899021907.62,954028008.27,0.069992,0.4191,0.3864
xor-shift,pim-v3,1048576,3,0.1250,131072,993730051.02,1026437789.75,0.150826,0.7807,0.7480
xor-shift,pim-v3,1048576,3,0.2500,262144,1048983005.41,1066927146.93,0.317509,1.5039,1.4713
xor-shift,pim-v3,1048576,5,0.0625,65536,600388434.90,624431888.56,0.066223,0.6529,0.6202
xor-shift,pim-v3,1048576,5,0.1250,131072,641522362.64,654996476.96,0.147850,1.2476,1.2150
xor-shift,pim-v3,1048576,5,0.2500,262144,664277931.23,671430693.65,0.355667,2.4372,2.4045
xor-shift,pim-v3,1048576,7,0.0625,65536,450682529.31,464093249.21,0.063492,0.8867,0.8540
xor-shift,pim-v3,1048576,7,0.1250,131072,473649215.11,480952276.11,0.148651,1.7146,1.6819
xor-shift,pim-v3,1048576,7,0.2500,262144,486031489.41,489848697.48,0.405075,3.3704,3.3378
xor-shift,pim-v3,8388608,3,0.0625,524288,900700751.95,955918791.54,0.070992,3.3455,3.0844
xor-shift,pim-v3,8388608,3,0.1250,1048576,994755735.68,1027531134.83,0.151753,6.2384,5.9774
xor-shift,pim-v3,8388608,3,0.2500,2097152,1049554184.50,1067517496.70,0.318725,12.0244,11.7633
xor-shift,pim-v3,8388608,5,0.0625,524288,601634767.32,625780154.33,0.066605,5.2113,4.9502
xor-shift,pim-v3,8388608,5,0.1250,1048576,642234335.76,655738279.02,0.149148,9.9694,9.7084
xor-shift,pim-v3,8388608,5,0.2500,2097152,664660048.02,671819579.70,0.355693,19.4857,19.2246
xor-shift,pim-v3,8388608,7,0.0625,524288,451665592.68,465139056.96,0.064302,7.0771,6.8160
xor-shift,pim-v3,8388608,7,0.1250,1048576,474190700.84,481512588.45,0.148922,13.7004,13.4394
xor-shift,pim-v3,8388608,7,0.2500,2097152,486317429.33,490139147.83,0.405054,26.9471,26.6860
xor-shift,pim-v3,67108864,3,0.0625,4194304,900911048.46,956155448.57,0.070463,26.7569,24.6682
xor-shift,pim-v3,67108864,3,0.1250,8388608,994883033.22,1027667966.76,0.151258,49.9007,47.8119
xor-shift,pim-v3,67108864,3,0.2500,16777216,1049625165.95,1067591472.23,0.318604,96.1882,94.0995
xor-shift,pim-v3,67108864,5,0.0625,4194304,601791440.86,625949657.54,0.065887,41.6789,39.5902
xor-shift,pim-v3,67108864,5,0.1250,8388608,642323246.80,655831378.80,0.148656,79.7441,77.6553
xor-shift,pim-v3,67108864,5,0.2500,16777216,664707948.87,671868302.85,0.355567,155.8743,153.7856
xor-shift,pim-v3,67108864,7,0.0625,4194304,451788971.89,465269907.98,0.063707,56.6010,54.5122
xor-shift,pim-v3,67108864,7,0.1250,8388608,474258741.75,481582525.77,0.148903,109.5874,107.4987
xor-shift,pim-v3,67108864,7,0.2500,16777216,486353153.18,490175421.06,0.404993,215.5604,213.4717
h3,pim-v2,1048576,3,0.0625,65536,4769723435.22,6871762608.77,0.005020,0.0564,0.0238
h3,pim-v2,1048576,3,0.1250,131072,9539446870.44,13743525217.54,0.030525,0.0564,0.0238
h3,pim-v2,1048576,3,0.2500,262144,19078893740.87,27487050435.08,0.147812,0.0564,0.0238
h3,pim-v2,1048576,5,0.0625,65536,4769723435.22,6871762608.77,0.001495,0.0564,0.0238
h3,pim-v2,1048576,5,0.1250,131072,9539446870.51,13743525217.54,0.021423,0.0564,0.0238
h3,pim-v2,1048576,5,0.2500,262144,19078893740.87,27487050435.41,0.184978,0.0564,0.0238
h3,pim-v2,1048576,7,0.0625,65536,4769723435.22,6871762608.77,0.000595,0.0564,0.0238
h3,pim-v2,1048576,7,0.1250,131072,9539446870.44,13743525217.54,0.022957,0.0564,0.0238
h3,pim-v2,1048576,7,0.2500,262144,19078893740.87,27487050435.08,0.264248,0.0564,0.0238
h3,pim-v2,8388608,3,0.0625,524288,4769810222.17,6871942747.78,0.004953,0.4515,0.1904
h3,pim-v2,8388608,3,0.1250,1048576,9539620444.32,13743885495.59,0.030878,0.4515,0.1904
h3,pim-v2,8388608,3,0.2500,2097152,19079240888.67,27487770991.18,0.146853,0.4515,0.1904
h3,pim-v2,8388608,5,0.0625,524288,4769810222.17,6871942747.78,0.001247,0.4515,0.1904
h3,pim-v2,8388608,5,0.1250,1048576,9539620444.32,13743885495.59,0.021875,0.4515,0.1904
h3,pim-v2,8388608,5,0.2500,2097152,19079240888.67,27487770991.18,0.184306,0.4515,0.1904
h3,pim-v2,8388608,7,0.0625,524288,4769810222.17,6871942747.78,0.000719,0.4515,0.1904
h3,pim-v2,8388608,7,0.1250,1048576,9539620444.32,13743885495.59,0.022928,0.4515,0.1904
h3,pim-v2,8388608,7,0.2500,2097152,19079414467.29,27487770991.18,0.261930,0.4515,0.1904
h3,pim-v2,67108864,3,0.0625,4194304,4769815646.45,6871942747.79,0.004990,3.6122,1.5234
h3,pim-v2,67108864,3,0.1250,8388608,9539620444.33,13743908013.58,0.030574,3.6122,1.5234
h3,pim-v2,67108864,3,0.2500,16777216,19079240888.66,27487770991.17,0.146950,3.6122,1.5234
h3,pim-v2,67108864,5,0.0625,4194304,4769815646.45,6871942747.79,0.001388,3.6122,1.5234
h3,pim-v2,67108864,5,0.1250,8388608,9539631292.91,13743885495.58,0.021619,3.6122,1.5234
h3,pim-v2,67108864,5,0.2500,16777216,19079240888.66,27487816027.17,0.184856,3.6122,1.5234
h3,pim-v2,67108864,7,0.0625,4194304,4769810222.17,6871942747.79,0.000695,3.6122,1.5234
h3,pim-v2,67108864,7,0.1250,8388608,9539631292.91,13743885495.58,0.022823,3.6122,1.5234
h3,pim-v2,67108864,7,0.2500,16777216,19079262585.82,27487770991.16,0.262677,3.6122,1.5234
h3,pim-v3,1048576,3,0.0625,65536,4769723435.22,6871762608.77,0.005020,0.0564,0.0238
h3,pim-v3,1048576,3,0.1250,131072,9539446870.51,13743525217.54,0.030525,0.0564,0.0238
h3,pim-v3,1048576,3,0.2500,262144,19078893741.03,27487050435.08,0.147812,0.0564,0.0238
h3,pim-v3,1048576,5,0.0625,65536,4769723435.22,6871762608.85,0.001495,0.0564,0.0238
h3,pim-v3,1048576,5,0.1250,131072,9539446870.44,13743525217.54,0.021423,0.0564,0.0238
h3,pim-v3,1048576,5,0.2500,262144,19078893740.87,27487050435.08,0.184978,0.0564,0.0238
h3,pim-v3,1048576,7,0.0625,65536,4769723435.22,6871762608.77,0.000595,0.0564,0.0238
h3,pim-v3,1048576,7,0.1250,131072,9539446870.51,13743525217.54,0.022957,0.0564,0.0238
h3,pim-v3,1048576,7,0.2500,262144,19078893741.03,27487050435.08,0.264248,0.0564,0.0238
h3,pim-v3,8388608,3,0.0625,524288,4769810222.16,6871942747.79,0.004953,0.4515,0.1904
h3,pim-v3,8388608,3,0.1250,1048576,9539620444.33,13743885495.59,0.030878,0.4515,0.1904
h3,pim-v3,8388608,3,0.2500,2097152,19079240888.67,27487770991.14,0.146853,0.4515,0.1904
h3,pim-v3,8388608,5,0.0625,524288,4769810222.16,6871942747.79,0.001247,0.4515,0.1904
h3,pim-v3,8388608,5,0.1250,1048576,9539620444.33,13743885495.59,0.021875,0.4515,0.1904
h3,pim-v3,8388608,5,0.2500,2097152,19079240888.67,27487770991.14,0.184306,0.4515,0.1904
h3,pim-v3,8388608,7,0.0625,524288,4769810222.16,6871942747.79,0.000719,0.4515,0.1904
h3,pim-v3,8388608,7,0.1250,1048576,9539620444.33,13743885495.59,0.022928,0.4515,0.1904
h3,pim-v3,8388608,7,0.2500,2097152,19079240888.67,27488131283.31,0.261930,0.4515,0.1904
h3,pim-v3,67108864,3,0.0625,4194304,4769810222.17,6871954006.79,0.004990,3.6122,1.5234
h3,pim-v3,67108864,3,0.1250,8388608,9539620444.33,13743908013.58,0.030574,3.6122,1.5234
h3,pim-v3,67108864,3,0.2500,16777216,19079240888.66,27487770991.16,0.146950,3.6122,1.5234
h3,pim-v3,67108864,5,0.0625,4194304,4769815646.45,6871942747.79,0.001388,3.6122,1.5234
h3,pim-v3,67108864,5,0.1250,8388608,9539620444.33,13743908013.59,0.021619,3.6122,1.5234
h3,pim-v3,67108864,5,0.2500,16777216,19079240888.66,27487816027.17,0.184856,3.6122,1.5234
h3,pim-v3,67108864,7,0.0625,4194304,4769810222.17,6871942747.79,0.000695,3.6122,1.5234
h3,pim-v3,67108864,7,0.1250,8388608,9539631292.91,13743885495.58,0.022823,3.6122,1.5234
h3,pim-v3,67108864,7,0.2500,16777216,19079240888.66,27487816027.17,0.262677,3.6122,1.5234
five-cycle,pim-v2,1048576,3,0.0625,65536,4769723435.26,6871762608.77,0.004837,0.0564,0.0238
five-cycle,pim-v2,1048576,3,0.1250,131072,9539446870.44,13743525217.70,0.030754,0.0564,0.0238
five-cycle,pim-v2,1048576,3,0.2500,262144,19078893740.87,27487050435.08,0.147911,0.0564,0.0238
five-cycle,pim-v2,1048576,5,0.0625,65536,4769723435.22,6871762608.77,0.001251,0.0564,0.0238
five-cycle,pim-v2,1048576,5,0.1250,131072,9539446870.44,13743525217.54,0.021889,0.0564,0.0238
five-cycle,pim-v2,1048576,5,0.2500,262144,19078893741.03,27487050435.08,0.185467,0.0564,0.0238
five-cycle,pim-v2,1048576,7,0.0625,65536,4769723435.26,6871762608.77,0.000763,0.0564,0.0238
five-cycle,pim-v2,1048576,7,0.1250,131072,9539446870.44,13743525217.70,0.023048,0.0564,0.0238
five-cycle,pim-v2,1048576,7,0.2500,262144,19078893740.87,27487050435.08,0.264339,0.0564,0.0238
five-cycle,pim-v2,8388608,3,0.0625,524288,4769810222.17,6871942747.79,0.005072,0.4515,0.1904
five-cycle,pim-v2,8388608,3,0.1250,1048576,9539620444.33,13743885495.57,0.030516,0.4515,0.1904
five-cycle,pim-v2,8388608,3,0.2500,2097152,19079240888.65,27487770991.18,0.147169,0.4515,0.1904
five-cycle,pim-v2,8388608,5,0.0625,524288,4769810222.17,6871942747.79,0.001377,0.4515,0.1904
five-cycle,pim-v2,8388608,5,0.1250,1048576,9539620444.33,13743885495.57,0.021728,0.4515,0.1904
five-cycle,pim-v2,8388608,5,0.2500,2097152,19079240888.65,27487770991.18,0.184542,0.4515,0.1904
five-cycle,pim-v2,8388608,7,0.0625,524288,4769810222.17,6871942747.79,0.000639,0.4515,0.1904
five-cycle,pim-v2,8388608,7,0.1250,1048576,9539620444.33,13743885495.57,0.022809,0.4515,0.1904
five-cycle,pim-v2,8388608,7,0.2500,2097152,19079240888.67,27488131283.35,0.262902,0.4515,0.1904
five-cycle,pim-v2,67108864,3,0.0625,4194304,4769810222.17,6871954006.79,0.004987,3.6122,1.5234
five-cycle,pim-v2,67108864,3,0.1250,8388608,9539620444.33,13743908013.59,0.030620,3.6122,1.5234
five-cycle,pim-v2,67108864,3,0.2500,16777216,19079262585.82,27487770991.16,0.146754,3.6122,1.5234
five-cycle,pim-v2,67108864,5,0.0625,4194304,4769815646.45,6871942747.79,0.001410,3.6122,1.5234
five-cycle,pim-v2,67108864,5,0.1250,8388608,9539620444.33,13743908013.58,0.021757,3.6122,1.5234
five-cycle,pim-v2,67108864,5,0.2500,16777216,19079240888.66,27487816027.17,0.185006,3.6122,1.5234
five-cycle,pim-v2,67108864,7,0.0625,4194304,4769815646.45,6871942747.79,0.000707,3.6122,1.5234
five-cycle,pim-v2,67108864,7,0.1250,8388608,9539631292.91,13743885495.58,0.022968,3.6122,1.5234
five-cycle,pim-v2,67108864,7,0.2500,16777216,19079240888.66,27487816027.17,0.263017,3.6122,1.5234
five-cycle,pim-v3,1048576,3,0.0625,65536,921653283.08,979567433.45,0.004837,0.4058,0.3731
five-cycle,pim-v3,1048576,3,0.1250,131072,1023944003.06,1058714247.64,0.030754,0.7522,0.7195
five-cycle,pim-v3,1048576,3,0.2500,262144,1084104264.97,1103276446.20,0.147911,1.4449,1.4123
five-cycle,pim-v3,1048576,5,0.0625,65536,617268368.95,642711438.88,0.001251,0.6307,0.5981
five-cycle,pim-v3,1048576,5,0.1250,131072,662562049.48,676940875.10,0.021889,1.2001,1.1675
five-cycle,pim-v3,1048576,5,0.2500,262144,687796482.10,695463927.37,0.185467,2.3388,2.3062
five-cycle,pim-v3,1048576,7,0.0625,65536,464014387.16,478246274.65,0.000763,0.8557,0.8231
five-cycle,pim-v3,1048576,7,0.1250,131072,489719668.07,497532682.47,0.023048,1.6480,1.6154
five-cycle,pim-v3,1048576,7,0.2500,262144,503670741.85,507772201.38,0.264339,3.2327,3.2001
five-cycle,pim-v3,8388608,3,0.0625,524288,926978648.77,985570452.14,0.005072,3.2255,2.9644
five-cycle,pim-v3,8388608,3,0.1250,1048576,1027218081.65,1062206230.35,0.030516,5.9965,5.7354
five-cycle,pim-v3,8388608,3,0.2500,2097152,1085932062.97,1105174762.53,0.147169,11.5384,11.2774
five-cycle,pim-v3,8388608,5,0.0625,524288,621241421.15,647020711.80,0.001377,5.0113,4.7502
five-cycle,pim-v3,8388608,5,0.1250,1048576,664843156.57,679326203.89,0.021728,9.5661,9.3050
